Date,Actual,Forecast,Previous
2022-12-05 00:00:00,46.2,46.1,47.8
2022-11-23 00:00:00,46.1,47.9,47.8
2022-11-03 00:00:00,47.8,46.6,49.3
2022-10-24 00:00:00,46.6,49.2,49.3
2022-10-05 00:00:00,49.3,49.2,43.7
2022-09-23 00:00:00,49.2,45.0,43.7
2022-09-06 00:00:00,43.7,44.3,47.3
2022-08-23 00:00:00,44.1,49.2,47.3
2022-08-03 00:00:00,47.3,47.0,52.7
2022-07-22 00:00:00,47.0,52.6,52.7
2022-07-06 00:00:00,52.7,51.6,51.6
2022-06-23 00:00:00,51.6,53.5,53.4
2022-06-03 00:00:00,53.4,53.5,55.6
2022-05-24 00:00:00,53.5,55.2,55.6
2022-05-04 00:00:00,55.6,54.7,58.0
2022-04-22 00:00:00,54.7,58.0,58.0
2022-04-05 00:00:00,58.0,58.9,56.5
2022-03-24 00:00:00,58.9,56.0,56.5
2022-03-03 00:00:00,56.5,56.7,51.2
2022-02-22 00:00:00,56.7,53.0,51.2
2022-02-03 00:00:00,51.2,50.9,57.6
2022-01-24 00:00:00,50.9,55.0,57.6
2022-01-05 00:00:00,57.6,57.5,58.0
2021-12-16 00:00:00,57.5,58.5,58.0
2021-12-03 00:00:00,58.0,57.0,58.7
2021-11-23 00:00:00,57.0,59.0,58.7
2021-11-03 00:00:00,58.7,58.2,54.9
2021-10-22 00:00:00,58.2,55.1,54.9
2021-10-05 00:00:00,54.9,54.4,55.1
2021-09-23 00:00:00,54.4,55.0,55.1
2021-09-03 00:00:00,55.1,55.2,59.9
2021-08-23 00:00:00,55.2,59.5,59.9
2021-08-04 00:00:00,59.9,59.8,64.6
2021-07-23 00:00:00,59.8,64.8,64.6
2021-07-06 00:00:00,64.6,,64.8
2021-06-23 00:00:00,64.8,70.0,70.4
2021-06-03 00:00:00,70.4,70.1,64.7
2021-05-21 00:00:00,70.1,64.5,64.7
2021-05-05 00:00:00,64.7,63.1,60.4
2021-04-23 00:00:00,63.1,61.9,60.4
2021-04-05 00:00:00,60.4,60.0,59.8
2021-03-24 00:00:00,60.0,60.0,59.8
2021-03-03 00:00:00,59.8,58.9,58.3
2021-02-19 00:00:00,58.9,57.6,58.3
2021-02-03 00:00:00,58.3,57.4,57.5
2021-01-22 00:00:00,57.5,53.6,54.8
2021-01-06 00:00:00,54.8,55.3,58.4
2020-12-16 00:00:00,55.3,55.9,58.4
2020-12-03 00:00:00,58.4,57.7,56.9
2020-11-23 00:00:00,57.7,55.0,56.9
2020-11-04 00:00:00,56.9,56.0,54.6
2020-10-23 00:00:00,56.0,54.6,54.6
2020-10-05 00:00:00,54.6,54.6,55.0
2020-09-23 00:00:00,54.6,54.7,55.0
2020-09-03 00:00:00,55.0,54.8,50.0
2020-08-21 00:00:00,54.8,51.0,50.0
2020-08-05 00:00:00,50.0,49.6,47.9
2020-07-24 00:00:00,49.6,51.0,47.9
2020-07-06 00:00:00,47.9,46.7,37.5
2020-06-23 00:00:00,46.7,46.5,37.5
2020-06-03 00:00:00,37.5,36.9,26.7
2020-05-21 00:00:00,36.9,30.0,26.7
2020-05-05 00:00:00,26.7,27.0,39.8
2020-04-23 00:00:00,27.0,31.5,39.8
2020-04-03 00:00:00,39.8,39.1,49.4
2020-03-24 00:00:00,39.1,42.0,49.4
2020-03-04 00:00:00,49.4,49.4,53.4
2020-02-21 00:00:00,49.4,53.0,53.4
2020-02-05 00:00:00,53.4,53.2,52.8
2020-01-24 00:00:00,53.2,52.9,52.8
2020-01-06 00:00:00,52.8,52.2,51.6
2019-12-16 00:00:00,52.2,52.0,51.6
2019-12-04 00:00:00,51.6,51.6,50.6
2019-11-22 00:00:00,51.6,51.0,50.6
2019-11-05 00:00:00,50.6,51.0,50.9
2019-10-24 00:00:00,51.0,51.0,50.9
2019-10-03 00:00:00,50.9,50.9,50.7
2019-09-23 00:00:00,50.9,51.3,50.7
2019-09-05 00:00:00,50.7,51.0,50.9
2019-08-22 00:00:00,50.9,52.9,53.0
2019-08-05 00:00:00,53.0,52.2,52.2
2019-07-24 00:00:00,52.2,51.7,51.5
2019-07-03 00:00:00,51.5,50.7,50.7
2019-06-21 00:00:00,50.7,51.0,50.9
2019-06-05 00:00:00,50.9,50.9,50.9
2019-05-23 00:00:00,50.9,53.2,53.0
2019-05-03 00:00:00,53.0,52.9,52.9
2019-04-18 00:00:00,52.9,55.0,55.3
2019-04-03 00:00:00,55.3,54.8,54.8
2019-03-22 00:00:00,54.8,55.7,56.0
2019-03-05 00:00:00,56.0,56.2,56.2
2019-02-21 00:00:00,56.2,54.4,54.2
2019-02-05 00:00:00,54.2,54.2,54.2
2019-01-24 00:00:00,54.2,54.0,54.4
2019-01-04 00:00:00,54.4,53.5,53.4
2018-12-14 00:00:00,53.4,54.7,54.7
2018-12-06 00:00:00,54.7,54.4,54.4
2018-11-23 00:00:00,54.4,55.0,54.8
2018-11-05 00:00:00,54.8,54.7,54.7
2018-10-24 00:00:00,54.7,54.1,53.5
2018-10-03 00:00:00,53.5,52.9,52.9
2018-09-21 00:00:00,52.9,55.0,54.8
2018-09-06 00:00:00,54.8,55.2,55.2
2018-08-23 00:00:00,55.2,55.9,56.0
2018-08-03 00:00:00,56.0,56.2,56.2
2018-07-24 00:00:00,56.2,56.5,56.5
2018-07-05 00:00:00,56.5,56.5,56.5
2018-06-22 00:00:00,56.5,56.4,56.8
2018-06-05 00:00:00,56.8,55.7,55.7
2018-05-23 00:00:00,55.7,54.9,54.6
2018-05-03 00:00:00,54.6,54.4,54.4
2018-04-23 00:00:00,54.4,54.3,54.0
2018-04-04 00:00:00,54.0,54.3,54.1
2018-03-22 00:00:00,54.1,56.1,55.9
2018-03-05 00:00:00,55.9,55.9,55.9
2018-02-21 00:00:00,55.9,53.8,53.3
2018-02-05 00:00:00,53.3,53.5,53.3
2018-01-24 00:00:00,53.3,54.5,53.7
2018-01-04 00:00:00,53.7,52.4,52.4
2017-12-14 00:00:00,52.4,54.6,54.5
2017-12-05 00:00:00,54.5,55.4,54.7
2017-11-24 00:00:00,54.7,55.6,55.3
2017-11-03 00:00:00,55.3,55.9,55.9
2017-10-24 00:00:00,55.9,55.6,55.3
2017-10-04 00:00:00,55.3,55.1,55.1
2017-09-22 00:00:00,55.1,55.9,56.0
2017-09-06 00:00:00,56.0,56.8,56.9
2017-08-23 00:00:00,56.9,54.9,54.7
2017-08-03 00:00:00,54.7,54.2,54.2
2017-07-24 00:00:00,54.2,54.0,54.2
2017-07-06 00:00:00,54.2,53.0,53.0
2017-06-23 00:00:00,53.0,53.7,53.6
2017-06-05 00:00:00,53.6,54.1,54.0
2017-05-23 00:00:00,54.0,53.1,53.1
2017-05-03 00:00:00,53.1,52.5,52.5
2017-04-21 00:00:00,52.5,53.0,52.8
2017-04-05 00:00:00,52.8,53.1,52.9
2017-03-24 00:00:00,52.9,54.2,53.8
2017-03-03 00:00:00,53.8,53.9,53.9
2017-02-21 00:00:00,53.9,55.8,55.6
2017-02-03 00:00:00,55.6,55.1,55.1
2017-01-26 00:00:00,55.1,54.4,53.9
2017-01-05 00:00:00,53.9,53.4,53.4
2016-12-19 00:00:00,53.4,55.2,54.6
2016-12-05 00:00:00,54.6,54.9,54.7
2016-11-25 00:00:00,54.7,54.8,54.8
2016-11-03 00:00:00,54.8,54.8,54.8
2016-10-26 00:00:00,54.8,52.3,52.3
2016-10-05 00:00:00,52.3,51.9,51.9
2016-09-27 00:00:00,51.9,51.1,51.0
2016-09-03 00:00:00,51.0,50.9,50.9
2016-08-25 00:00:00,50.9,52.0,51.4
2016-08-03 00:00:00,51.4,51.0,50.9
2016-07-26 00:00:00,50.9,52.0,51.4
2016-07-06 00:00:00,51.4,51.5,51.3
2016-06-27 00:00:00,51.3,52.0,51.3
2016-06-03 00:00:00,51.3,51.2,51.2
2016-05-25 00:00:00,51.2,53.1,52.8
2016-05-04 00:00:00,52.8,52.1,52.1
2016-04-26 00:00:00,52.1,52.3,51.3
2016-04-05 00:00:00,51.3,51.0,51.0
2016-03-24 00:00:00,51.0,51.3,49.7
2016-03-03 00:00:00,49.7,49.8,49.8
2016-02-24 00:00:00,49.8,53.5,53.2
2016-02-03 00:00:00,53.2,53.7,53.7
2016-01-26 00:00:00,53.7,54.0,54.3
2016-01-06 00:00:00,54.3,55.1,53.7
2015-12-18 00:00:00,53.7,56.0,56.1
2015-12-03 00:00:00,56.1,56.5,56.5
2015-11-25 00:00:00,56.5,55.0,54.8
2015-11-04 00:00:00,54.8,54.6,54.4
2015-10-27 00:00:00,54.4,55.1,55.1
2015-10-05 00:00:00,55.1,,55.6
2015-09-25 00:00:00,55.6,55.6,56.1
2015-09-03 00:00:00,56.1,55.2,55.2
2015-08-25 00:00:00,55.2,56.0,55.7
2015-08-05 00:00:00,55.7,55.2,55.2
2015-07-28 00:00:00,55.2,55.0,54.8
2015-07-06 00:00:00,54.8,54.8,54.8
2015-06-25 00:00:00,54.8,56.7,56.2
2015-06-03 00:00:00,56.2,56.5,56.4
2015-05-26 00:00:00,56.4,56.8,57.4
2015-05-05 00:00:00,57.4,57.8,57.8
2015-04-27 00:00:00,57.8,59.5,59.2
2015-04-06 00:00:00,59.2,58.6,58.6
2015-03-26 00:00:00,58.6,57.2,57.1
2015-03-04 00:00:00,57.1,57.0,57.0
2015-02-24 00:00:00,57.0,54.1,54.2
2015-02-04 00:00:00,54.2,54.3,54.0
2015-01-27 00:00:00,54.0,53.8,53.3
2015-01-06 00:00:00,53.3,53.8,53.6
2014-12-18 00:00:00,53.6,57.1,56.2
2014-12-03 00:00:00,56.2,56.3,56.3
2014-11-24 00:00:00,56.3,57.3,57.1
2014-11-05 00:00:00,57.1,57.3,57.3
2014-10-27 00:00:00,57.3,58.0,58.9
2014-10-03 00:00:00,58.9,58.5,58.5
2014-09-25 00:00:00,58.5,59.0,59.5
2014-09-04 00:00:00,59.5,,58.5
2014-08-25 00:00:00,58.5,59.5,60.8
2014-08-05 00:00:00,60.8,61.0,61.0
2014-07-28 00:00:00,61.0,59.8,61.0
2014-07-03 00:00:00,61.0,61.1,61.2
2014-06-25 00:00:00,61.2,58.6,58.1
2014-06-04 00:00:00,58.1,58.4,58.4
2014-05-27 00:00:00,58.4,55.6,55.0
2014-05-05 00:00:00,55.0,54.2,54.2
2014-04-25 00:00:00,54.2,,55.3
2014-04-03 00:00:00,55.3,55.5,55.5
2014-03-26 00:00:00,55.5,54.2,53.3
2014-03-05 00:00:00,53.3,52.7,52.7
2014-02-24 00:00:00,52.7,56.9,56.7
2014-02-05 00:00:00,56.7,56.6,56.6
2014-01-27 00:00:00,56.6,56.2,55.7
2014-01-06 00:00:00,55.7,56.0,56.0
2013-12-18 00:00:00,56.0,56.4,55.9
2013-12-04 00:00:00,55.9,57.1,57.1
2013-11-25 00:00:00,57.1,,49.3
2013-10-01 00:00:00,57.7,,56.7
2013-09-01 00:00:00,56.7,,57.2
2013-08-01 00:00:00,57.2,,56.3
2013-07-01 00:00:00,56.3,,54.9
2013-06-01 00:00:00,54.9,,53.8
2013-05-01 00:00:00,53.8,,53.2
2013-04-01 00:00:00,53.2,,53.9
2013-03-01 00:00:00,53.9,,53.1
2013-02-01 00:00:00,53.1,,53.0
2013-01-01 00:00:00,53.0,,53.8
2012-12-01 00:00:00,53.8,,52.7
2012-11-01 00:00:00,52.7,,50.7
2012-10-01 00:00:00,50.7,,52.0
2012-09-01 00:00:00,52.0,,51.2
2012-08-01 00:00:00,51.2,,53.2
2012-07-01 00:00:00,53.2,,
